"","Leased.Facility.Inventory.Report","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26","X.27","X.28","X.29","X.30"
"557","Ohio Valley","COLUMBUS","GERMAN VILLAGE STA","381792006","500 E WHITTIER ST","COLUMBUS","OH","43206-9998","Jun-62","USPS","12/15/2015","12/14/2020","P","P","Reimbursable","","","","TSR 500 LLC","1895 S HIGH ST","","","COLUMBUS","OH","432072372","","3,878","2,450","$34,660.00 ","$8.94 ","$0.00 ","$0.00 "
"558","Ohio Valley","COLUMBUS","HILLTOP STATION","381792153","2873 W BROAD ST","COLUMBUS","OH","43204-9997","","Landlord","11/1/2007","10/31/2022","P","P","None Specified","","2","10","THE BUCKEYE RANCH FOUNDATION","5665 HOOVER RD","","","GROVE CITY","OH","431239122","","2,000","6,500","$30,000.00 ","$15.00 ","$0.00 ","$0.00 "
"559","Ohio Valley","COLUMBUS","LINDEN FINANCE UNIT ","381792136","1981 CLEVELAND AVE","COLUMBUS","OH","43211-2577","Mar-98","USPS","3/22/2013","3/21/2018","P","P","None Specified","","","","NEW ACRE PROPERTIES LLC","C/O BEACON PROPERTY","MANAGEMENT AND REALTY","807 EAST BROAD ST","COLUMBUS","OH","432051013","","1,800","1,800","$17,550.00 ","$9.75 ","$18,072.00 ","$10.04 "
"560","Ohio Valley","COLUMBUS","LIVINGSTON STA","381792016","3850 E LIVINGSTON AVE","COLUMBUS","OH","43227-9998","Mar-63","USPS (Not Roof)","1/1/2012","12/31/2016","A","A","Reimbursable","","","","GEORGE W TIMMONS & SON","PO BOX 602300","","","CLEVELAND","OH","441020300","","5,568","32,377","$55,680.00 ","$10.00 ","$44,544.00 ","$8.00 "
"561","Ohio Valley","COLUMBUS","MAIN OFFICE & VMF","381793035","850 TWIN RIVERS DR FL 1","COLUMBUS","OH","43216-9007","Aug-68","USPS","8/1/2013","7/31/2018","P","P","None Specified","Y","4","20","TWIN RIVERS LLC","C/O JOSHUA M FEIBUSCH","PO BOX 296","","LAWRENCE","NY","115590296","","514,815","1,166,738","$550,000.00 ","$1.07 ","$500,000.00 ","$0.97 "
"562","Ohio Valley","COLUMBUS","MAIN OFFICE ADDL PARKING","381792039","940 TWIN RIVERS DR","COLUMBUS","OH","43216-9998","","Landlord","8/1/2013","7/31/2018","X","B","None Specified","Y","4","20","WBNS TV INC","770 TWIN RIVERS DR","","","COLUMBUS","OH","432151127","","0","154,289","$31,840.00 ","$0.21 ","$33,400.00 ","$0.22 "
"563","Ohio Valley","COLUMBUS","MT VERNON STATION","381792058","327 N 20TH ST","COLUMBUS","OH","43203-9998","Aug-78","Landlord","9/1/2013","8/31/2018","P","P","None Specified","N","","","SHILOH GROVE LTD PARTNERSHIP","DBA MT VERNON PLAZA I","1035 ATCHESON ST","","COLUMBUS","OH","432031374","","1,423","21,423","$13,672.00 ","$9.61 ","$0.00 ","$0.00 "
"564","Ohio Valley","COLUMBUS","NORTHLAND STA","381792032","5700 MAPLE CANYON AVE","COLUMBUS","OH","43229-9998","May-71","Landlord","5/1/2016","4/30/2021","B","B","None Specified","N","","","DORSTEN ENTERPRISES INC","PO BOX 156","","","MINSTER","OH","458650156","","10,063","61,854","$34,449.00 ","$3.42 ","$0.00 ","$0.00 "
"565","Ohio Valley","COLUMBUS","NORTHLAND STATION RETAIL","381792129","2469 E DUBLIN GRANVILLE RD","COLUMBUS","OH","43229-9996","Mar-97","Landlord","3/15/2012","3/14/2017","A","A","None Specified","N","","","NORTHLAND 6, LLC","C/O SEAN MIRFENDERESKI","OR SEYED MIRFENDERESKI","6724 PERIMETER LOOP, # 311","DUBLIN","OH","430173202","","3,200","3,200","$25,600.00 ","$8.00 ","$28,800.00 ","$9.00 "
"566","Ohio Valley","COLUMBUS","NORTHWEST STA","381792033","4905 GETTYSBURG RD","COLUMBUS","OH","43220-9998","Jun-70","USPS","6/1/2015","5/31/2020","P","P","Reimbursable","","1","5","SUBURBAN CENTERS INC.","WILLIAM H. HADLER PRES.","2000 W HENDERSON RD # 500","","COLUMBUS","OH","432202453","","7,680","47,776","$81,888.00 ","$10.66 ","$90,115.00 ","$11.73 "
"567","Ohio Valley","COLUMBUS","NORTHWEST STA RETAIL ","381792115","1822 HENDERSON RD","COLUMBUS","OH","43220-9997","May-97","USPS (Not Roof)","5/1/2012","4/30/2017","P","P","Percentage","N","","","SUBURBAN CENTERS INC.","2000 W HENDERSON RD STE 500","","","COLUMBUS","OH","432202453","","4,884","4,884","$48,840.00 ","$10.00 ","$0.00 ","$0.00 "
"568","Ohio Valley","COLUMBUS","RADIO ANTENNA SPACE","512756022","766 TWIN RIVERS DRIVE","COLUMBUS","OH","43215-9998","","USPS","10/1/2013","9/30/2018","X","E","None Specified","","1","5","WBNS TV INC","DEPT L-1133","","","COLUMBUS","OH","432601133","","0","1","$7,778.52 ","$7,778.52 ","$9,463.80 ","$9,463.80 "
"569","Ohio Valley","COLUMBUS","SHORT NORTH STATION","381792020","33 E 4TH AVE","COLUMBUS","OH","43201-9998","Aug-65","USPS","8/1/2015","7/31/2018","B","B","Reimbursable","","","","LS HOLDING LLC","D/B/A POZZO-3 E FOURTH AVE LLC","1020 DENNISON AVE STE 102","","COLUMBUS","OH","432013497","","5,463","21,164","$87,408.00 ","$16.00 ","$0.00 ","$0.00 "
"570","Ohio Valley","COLUMBUS","SOUTH COL STA PARKING","381792132","WAGER ST","COLUMBUS","OH","43207-9998","","Landlord","12/1/2014","11/30/2019","X","Z","None Specified","","","","CITY OF COLUMBUS","DEPT OF FINANCE AND MANAGEMENT","REAL ESTATE MANAGEMENT OFFICE","90 W BROAD ST RM 425","COLUMBUS","OH","432159000","","0","13,160","$8,400.00 ","$0.64 ","$0.00 ","$0.00 "
"571","Ohio Valley","COLUMBUS","SOUTH COLUMBUS STA","381792007","445 E INNIS AVE","COLUMBUS","OH","43207-9998","May-69","USPS (Not Roof)","5/1/2014","4/30/2019","B","B","None Specified","Y","","","BARWICK POELSTRA LLC","PO BOX 860","","","CLINTON","NC","283290860","","9,063","37,940","$25,254.00 ","$2.79 ","$0.00 ","$0.00 "
"572","Ohio Valley","COLUMBUS","TRI VILLAGE FINANCE","381792040","1391 GRANDVIEW AVE","COLUMBUS","OH","43212-9998","Nov-74","Landlord","11/15/2012","11/14/2017","B","B","None Specified","","","","CROSBY COMPANY LTD","PO BOX 12159","","","COLUMBUS","OH","432120159","","1,375","1,375","$25,056.00 ","$18.22 ","$25,809.00 ","$18.77 "
"573","Ohio Valley","COLUMBUS","UNIVERSITY STA","381792027","234 W 18TH AVE","COLUMBUS","OH","43210-9998","Jul-58","Landlord","1/16/2014","1/15/2019","P","P","None Specified","N","","","OHIO STATE UNIVERSITY","ATTN: LEASE ADMINISTRATOR","MCCRACKEN","2003 MILLIKIN RD STE 200","COLUMBUS","OH","432101243","","2,642","5,406","$1.00 ","$0.00 ","$0.00 ","$0.00 "
"574","Ohio Valley","COLUMBUS","UPPER ARLINGTON BRANC","381792108","3700 RIVERSIDE DR","COLUMBUS","OH","43221-9998","Aug-89","USPS (Not Roof)","8/1/2011","7/31/2016","P","P","None Specified","N","1","5","GB ONE LLC","442 E NORTHWOOD AVE","","","COLUMBUS","OH","432011350","","18,592","174,675","$110,000.00 ","$5.92 ","$148,000.00 ","$7.96 "
"575","Ohio Valley","COLUMBUS","UPR ARLINGTON DROP BX","381792112","3700 RIVERSIDE DRIVE","COLUMBUS","OH","43221-9998","","USPS","8/1/1990","","X","E","None Specified","N","","","","","","","","","","","0","640","$1.00 ","$0.00 ","$0.00 ","$0.00 "
"576","Ohio Valley","COLUMBUS","WHITEHALL RETAIL SPCE","381792125","3750 E BROAD ST","COLUMBUS","OH","43213-9997","May-97","USPS (Not Roof)","5/1/2012","4/30/2017","P","P","None Specified","","","","TOWN & COUNTRY CITY INC","DBA TCCI BROAD STREET LLC","C/O CASTO ATTN: LEGAL DEPT/LEASING","250 CIVIC CENTER DR STE 500","COLUMBIS","OH","432155088","","5,039","5,039","$50,400.00 ","$10.00 ","$74,325.00 ","$14.75 "
"577","Ohio Valley","COMMERCIAL POINT","MAIN OFFICE","381806001","12 BELSHAZZAR ST","COMMERCIAL POINT","OH","43116-9900","Jul-63","Landlord","7/1/2012","6/30/2017","P","P","None Specified","","","","S&G COMMERCIAL","POINT LTD","C/O MICHAEL STRUCKMAN","8960 STATE ROUTE 762","ORIENT","OH","431469517","","742","2,904","$8,700.00 ","$11.73 ","$8,700.00 ","$11.73 "
"578","Ohio Valley","CONESVILLE","MAIN OFFICE","381820001","504 MARQUAND AVE","CONESVILLE","OH","43811-9772","Jan-66","USPS","9/1/2014","8/31/2019","P","P","Reimbursable","","","","DEERFIELD R/E INVESTMENTS LLC","P O BOX 710","","","SOMERSET","OH","437830710","","600","1,000","$4,800.00 ","$8.00 ","$0.00 ","$0.00 "
"579","Ohio Valley","CONOVER","MAIN OFFICE","381855002","7711 N ALCONY CONOVER RD","CONOVER","OH","45317-9998","Oct-74","USPS","10/1/2015","9/30/2020","P","P","Reimbursable","","","","VICTOR C CAVEN","AND/OR DEAN M CAVEN","PO BOX 400","","CONOVER","OH","453170400","","600","7,235","$4,452.00 ","$7.42 ","$0.00 ","$0.00 "
"580","Ohio Valley","COOLVILLE","MAIN OFFICE","381883001","26141 MAIN ST","COOLVILLE","OH","45723-9582","Sep-66","USPS (Not Roof)","7/1/2008","6/30/2018","P","P","Reimbursable","","","","J & J COMMERCIAL","PROP CO LTD","PO BOX 302","","ARCHBOLD","OH","435020302","","3,956","14,575","$27,600.00 ","$6.98 ","$0.00 ","$0.00 "
"581","Ohio Valley","CORNING","MAIN OFFICE","381904002","105 WASHINGTON ST","CORNING","OH","43730-9900","Jan-80","Landlord","1/1/2015","12/31/2019","B","B","None Specified","","","","WILEY FUNERAL HOME INC","DBA CHUTE WILEY FUNERAL HOME","118 S JACKSON ST","","NEW LEXINGTON","OH","437641381","","1,296","2,430","$8,748.00 ","$6.75 ","$0.00 ","$0.00 "
"582","Ohio Valley","COVINGTON","MAIN OFFICE","381932001","8 E SPRING ST","COVINGTON","OH","45318-9998","Dec-53","USPS","12/6/2015","12/5/2020","P","P","Reimbursable","","","","ARNOVITZ FAMILY LTD","1440 PASSPORT LANE","","","DAYTON","OH","454145914","","1,770","3,625","$11,400.00 ","$6.44 ","$0.00 ","$0.00 "
"583","Ohio Valley","CROTON","MAIN OFFICE","381988002","14 S HIGH ST","CROTON","OH","43013-8000","Nov-83","USPS","11/1/2013","10/31/2018","P","P","None Specified","","1","5","H JAEGER LLC","12844 FOUNDATION RD","","","CROTON","OH","430139773","","720","1,984","$8,100.00 ","$11.25 ","$8,640.00 ","$12.00 "
"584","Ohio Valley","CROWN CITY","MAIN OFFICE","381995001","54 CHARLES ST","CROWN CITY","OH","45623-9800","Jul-67","USPS","7/1/2015","6/30/2020","P","P","None Specified","","1","5","KATHLEEN S DAVIES","224 CAMROSE CT","","","GAHANNA","OH","432301677","","1,230","8,325","$10,369.00 ","$8.43 ","$11,406.00 ","$9.27 "
"585","Ohio Valley","CUMBERLAND","MAIN OFFICE","382009002","301 MILL ST","CUMBERLAND","OH","43732-9901","Feb-77","Shared","2/1/2007","1/31/2017","P","P","Reimbursable","","","","MAGDOVITZ AGENCY INC","PO BOX 997","","","CLARKSDALE","MS","386140997","","1,728","16,814","$15,552.00 ","$9.00 ","$17,280.00 ","$10.00 "
"586","Ohio Valley","DANVILLE","MAIN OFFICE","382072001","414 S MARKET ST","DANVILLE","OH","43014-9006","Oct-66","USPS (Not Roof)","10/1/2014","9/30/2019","P","P","None Specified","","1","5","KAY M RINGWALT","27267 FLAT RUN RD","","","DANVILLE","OH","430149702","","1,984","12,000","$21,000.00 ","$10.58 ","$22,000.00 ","$11.09 "
"587","Ohio Valley","DAYTON","AMF LAND ONLY","382096042","10350 FREIGHT RD","DAYTON","OH","45490-9998","","USPS","6/1/1996","5/31/2026","X","A","None Specified","N","","","KIMCO DEVELOPMENT OF","KETTERING INC","1044 NORTHERN BLVD","","ROSLYN","NY","115761507","","0","204,384","$0.00 ","$0.00 ","$0.00 ","$0.00 "
"588","Ohio Valley","DAYTON","COMM ANTENNA SPACE","382093031","6377 W 3RD ST","DAYTON","OH","45427-9998","","Landlord","1/15/1991","","X","E","None Specified","N","","","ENGLEWOOD COMMUNICATION","COMPANY","30 N MAIN ST","","ENGLEWOOD","OH","453221325","","0","20","$660.00 ","$33.00 ","$0.00 ","$0.00 "
"589","Ohio Valley","DAYTON","DABEL STATION","382093023","1490 FORRER BLVD","DAYTON","OH","45420-9998","Jun-67","Landlord","6/1/2012","5/31/2017","P","P","Percentage","","","","DENNIS PROUT","37 CADIZ CIR","","","REDWOOD CITY","CA","940651311","","6,748","18,350","$79,200.00 ","$11.74 ","$0.00 ","$0.00 "
"590","Ohio Valley","DAYTON","FOREST PARK BR","382093008","4200 FOREST PARK MALL DR","DAYTON","OH","45405-9998","Nov-68","Landlord","12/1/2008","12/31/2017","P","P","Reimbursable","","1","","PASSAGEWAY PROPERTIES","2463 BEECHKNOLL PT","","","DAYTON","OH","454582851","","7,700","33,145","$57,750.00 ","$7.50 ","$0.00 ","$0.00 "
"591","Ohio Valley","DAYTON","MID-CITY STATION","382093061","36 N LUDLOW ST","DAYTON","OH","45402-9998","Dec-03","USPS (Not Roof)","12/29/2003","12/28/2023","P","P","Percentage","N","4","20","COURTHOUSE CROSSING ACQ LLC","SCHON CC HOLDING LLC","1579 50TH ST","","BROOKLYN","NY","112193746","","3,200","6,400","$58,451.00 ","$18.27 ","$62,543.00 ","$19.54 "
"592","Ohio Valley","DAYTON","NO DAYTON ST","382093015","1411 FARR DR","DAYTON","OH","45404-9998","Jan-67","USPS (Not Roof)","5/1/2012","4/30/2017","B","B","Reimbursable","","1","","SHERYL ROSENBERG","356 S RIMPAU BLVD","","","LOS ANGELES","CA","900204828","","7,721","71,830","$48,867.00 ","$6.33 ","$0.00 ","$0.00 "
"593","Ohio Valley","DAYTON","OVERLOOK FINANCE STA","382093053","4924 AIRWAY RD","DAYTON","OH","45437-9998","Feb-89","USPS (Not Roof)","2/1/2014","1/31/2019","B","B","None Specified","","","","MIDAMCO","DBA AIRWAY CENTER LLC","3333 RICHMOND RD STE 350","","BEACHWOOD","OH","441224166","","2,400","2,400","$30,000.00 ","$12.50 ","$0.00 ","$0.00 "
"594","Ohio Valley","DAYTON","PAUL L DUNBAR STATION","382093028","4323 W 3RD ST","DAYTON","OH","45417-9998","Jul-76","Landlord","8/1/2011","7/31/2016","A","A","None Specified","N","2","10","TOWN CENTERS LIMITED","PARTNERSHIP","4270 MORSE RD","","COLUMBUS","OH","432301523","","2,771","57,443","$26,000.00 ","$9.38 ","$26,000.00 ","$9.38 "
"595","Ohio Valley","DAYTON","RADIO ANTENNA SITE","512756021","4149 GERMANTOWN PIKE","DAYTON","OH","45418-9998","","Landlord","2/1/2013","1/31/2018","X","E","","","5","5","PINNACLE TOWERS","VIA CROWN CASTLE","2000 CORPORATE DR","","CANONSBURG","PA","153178564","","0","1","$7,143.00 ","$7,143.00 ","$8,280.69 ","$8,280.69 "
"596","Ohio Valley","DAYTON","RADIO ANTENNA SPACE","382094906","4820 TRINITY CHURCH RD","DAYTON","OH","45401-9731","Mar-99","USPS","3/1/1999","","A","A","None Specified","","","","GRAIN COMMUNICATIONS GROUP II LLC","ATT ACCOUNTING","100 N WASHINGTON BLVD STE 201","","SARASOTA","FL","342365807","","499","500","$2,700.00 ","$5.41 ","$0.00 ","$0.00 "
"597","Ohio Valley","DAYTON","WRIGHT BROS STA","382093029","1 OAKWOOD AVE","DAYTON","OH","45409-9998","Sep-76","Shared","11/1/2011","10/31/2016","B","B","None Specified","N","","","ONE OAKWOOD MGMT CO LLC","451 S REED AVE","","","REEDLEY","CA","936542847","","9,190","33,888","$32,000.00 ","$3.48 ","$100,000.00 ","$10.88 "
"598","Ohio Valley","DE GRAFF","MAIN OFFICE","382135002","102 S MAIN ST","DE GRAFF","OH","43318-9432","Jun-81","Landlord","4/1/2015","3/31/2020","P","P","None Specified","","1","5","RWH PROPERTIES LLC","RONNIE W HELMLINGER","367 S MAIN ST","","DE GRAFF","OH","433189694","","2,132","2,296","$13,000.00 ","$6.10 ","$13,650.00 ","$6.40 "
"599","Ohio Valley","DECATUR","MAIN OFFICE","382107001","6471 HUFF HILL RD","DECATUR","OH","45115-9998","Jan-68","Landlord","6/1/2014","5/31/2019","P","P","None Specified","","1","5","STEPHEN L HUFF","SUSAN G HUFF","5744 HUFF HILL RD","","RUSSELLVILLE","OH","451688964","","341","341","$3,500.00 ","$10.26 ","$4,000.00 ","$11.73 "
"600","Ohio Valley","DELAWARE","MAIN OFFICE","382142001","35 S LIBERTY ST","DELAWARE","OH","43015-2596","Jan-67","USPS","1/1/2015","12/31/2019","P","P","Reimbursable","","1","5","KPO LLC","665 E. WALNUT STREET","","","WESTERVILLE","OH","430812465","","12,818","61,855","$153,816.00 ","$12.00 ","$0.00 ","$0.00 "
"601","Ohio Valley","DERWENT","MAIN OFFICE","382184001","10936 CLAY PIKE RD","DERWENT","OH","43733-9900","Jun-74","Landlord","7/1/2015","6/30/2020","B","B","None Specified","","1","5","BSI GROUP HOLDINGS LLC","10901 CLAYPIKE RD","PO BOX 10","","DERWENT","OH","437330010","","912","20,000","$7,750.00 ","$8.50 ","$8,525.00 ","$9.35 "
"602","Ohio Valley","DEXTER CITY","MAIN OFFICE","382205001","115 MAIN ST","DEXTER CITY","OH","45727-9800","Jan-55","Landlord","12/1/2014","11/30/2019","P","P","None Specified","","","","SCOTT F BROWN","STEVEN C BROWN, PERRY M BROWN","KATHLEEN M GLIDDEN","7990 KILLINGTON AVE NW","NORTH CANTON","OH","447204991","","542","2,846","$4,000.00 ","$7.38 ","$0.00 ","$0.00 "
"603","Ohio Valley","DONNELSVILLE","MAIN OFFICE","382247002","17 S HAMPTON RD","DONNELSVILLE","OH","45319-9998","Sep-80","Landlord","10/1/2014","9/30/2019","P","P","None Specified","","1","5","VILLAGE OF DONNELSVILLE","PO BOX 36","","","DONNELSVILLE","OH","453190036","","450","1,250","$3,700.00 ","$8.22 ","$3,885.00 ","$8.63 "
"604","Ohio Valley","DRESDEN","MAIN OFFICE","382282002","25 W 4TH ST","DRESDEN","OH","43821-9046","Jun-91","USPS (Not Roof)","3/1/2012","2/28/2017","P","P","None Specified","","1","5","WILLIAM THOMAS LOCKARD","AND ALIX MURDUEL, TRUSTEES","LOCKARD/MARDUEL REVOCABLE TRST","153 PFEIFFER ST","SAN FRANCISCO","CA","941332019","","2,455","6,600","$18,600.00 ","$7.58 ","$21,300.00 ","$8.68 "
"605","Ohio Valley","DUNCAN FALLS","MAIN OFFICE","382310001","315 MAIN ST","DUNCAN FALLS","OH","43734-9900","Jan-65","Landlord","1/1/2013","12/31/2017","P","P","None Specified","","","","AMANDA L SHEETS","NORMAN E SHEETS","1125 NEWARK RD","","ZANESVILLE","OH","437012618","","1,014","10,890","$7,200.00 ","$7.10 ","$0.00 ","$0.00 "
"606","Ohio Valley","EAST FULTONHAM","MAIN OFFICE LAND","382380002","6970 AXLINE AVENUE","EAST FULTONHAM","OH","43735-9998","","USPS","4/1/1999","3/31/2019","Q","Z","Percentage","Y","1","5","ROSEMARY E COOPER","GARY E COOPER","295 GRANT CLIFF RD","","ZANESVILLE","OH","437016910","","0","33,600","$4,200.00 ","$0.13 ","$4,800.00 ","$0.14 "
"607","Ohio Valley","EAST LIBERTY","MAIN OFFICE","382387001","3236 S MAIN ST","EAST LIBERTY","OH","43319-9493","May-72","Landlord","5/1/2015","4/30/2020","P","P","None Specified","","2","10","CLAPSADDLE FAMILY TRUST","PAUL CLAPSADDLE TRUSTEE","19019 W DARBY RD","","MARYSVILLE","OH","430408659","","1,200","3,000","$9,000.00 ","$7.50 ","$9,720.00 ","$8.10 "
"608","Ohio Valley","EDISON","MAIN OFFICE","382464001","101 N BOUNDARY ST","EDISON","OH","43320-9630","Dec-54","Landlord","4/1/2014","3/31/2019","P","P","Reimbursable","","","","JOANNE KELLY","6339 COUNTY ROAD 9","","","EDISON","OH","433209738","","700","1,000","$7,500.00 ","$10.71 ","$0.00 ","$0.00 "
"609","Ohio Valley","ELDORADO","MAIN OFFICE","382492002","100 N MAPLE ST","ELDORADO","OH","45321-9998","Jun-76","Landlord","6/1/2011","5/31/2016","P","P","Reimbursable","N","","","JEWELDINE GUNTER","515 SOUTH CHURCH ST","","","NEW LEBANON","OH","453459656","","768","7,100","$6,700.00 ","$8.72 ","$7,400.00 ","$9.64 "
"610","Ohio Valley","ENGLEWOOD","MAIN OFFICE","382569001","116 W NATIONAL RD","ENGLEWOOD","OH","45322-9998","Dec-66","Landlord","6/1/2013","5/31/2018","P","P","Reimbursable","","2","10","LARRY D MCKENZIE","3340 N MONTGOMERY COUNTY LINE RD","","","UNION","OH","453229722","","4,049","19,732","$45,000.00 ","$11.11 ","$47,700.00 ","$11.78 "
"611","Ohio Valley","ENGLEWOOD","MAIN OFFICE PARKING","382569002","123 CHESTNUT STREET","ENGLEWOOD","OH","45322-9998","","USPS","12/1/2014","11/30/2019","X","Z","None Specified","","","","MILDRED A BISHOP","123 CHESTNUT ST","","","ENGLEWOOD","OH","453221433","","0","4,875","$3,600.00 ","$0.74 ","$0.00 ","$0.00 "
"612","Ohio Valley","ENON","MAIN OFFICE","382576001","27 N XENIA DR","ENON","OH","45323-9998","Aug-61","USPS","8/1/2015","7/31/2020","P","P","None Specified","","1","5","CYNRAY INC","RAY WILEY AND CYNTHIA WILEY","748 FORD RD","","XENIA","OH","453857015","","2,396","4,396","$19,168.00 ","$8.00 ","$21,085.00 ","$8.80 "
"613","Ohio Valley","ETNA","MAIN OFFICE","382590001","1045 PIKE ST SW","ETNA","OH","43018-8000","Nov-54","Landlord","3/1/2015","2/29/2020","P","P","None Specified","","1","5","MAVB LLC","4832 KELLER RD","","","HEBRON","OH","430259631","","719","2,000","$7,000.00 ","$9.74 ","$7,750.00 ","$10.78 "
"614","Ohio Valley","FAYETTEVILLE","MAIN OFFICE","382674001","201 S APPLE ST","FAYETTEVILLE","OH","45118-9998","Feb-67","Landlord","4/1/2015","3/31/2020","P","P","None Specified","","1","5","LISA D ECKERT","MIKE ECKERT","4242 WIGEON PLACE","","BATAVIA","OH","451035220","","1,014","10,750","$9,126.00 ","$9.00 ","$10,038.00 ","$9.90 "
"615","Ohio Valley","FEESBURG","MAIN OFFICE","382681002","8696 STATE ROUTE 505","FEESBURG","OH","45119-9998","Sep-74","Landlord","9/1/2012","8/31/2017","P","P","None Specified","","","","HARRY H ELLIOTT III","PAULA S ELLIOTT","8720 LOCUST ST","","HAMERSVILLE","OH","451309783","","408","808","$2,700.00 ","$6.62 ","$3,000.00 ","$7.35 "
"616","Ohio Valley","FELICITY","MAIN OFFICE","382688001","323 W WALNUT ST","FELICITY","OH","45120-9998","Nov-54","USPS (Not Roof)","5/1/2015","4/30/2020","A","A","None Specified","","","","JON DAVIDSON","3524 STATE ROUTE 756","","","FELICITY","OH","451209537","","1,165","6,000","$6,168.00 ","$5.29 ","$0.00 ","$0.00 "
"617","Ohio Valley","FOREST PARK ","BRANCH","382093062","4203 N Main St","DAYTON","OH","45405-9998","","USPS","8/1/2015","10/31/2020","P","P","Percentage","","2","10","SHELL 5 NORTHTOWN LLC","425 WALNUT STREET, SUITE 1200","","","CINCINNATI","OH","452023928","","0","0","$14,400.00 ","$0.00 ","$15,840.00 ","$0.00 "
"618","Ohio Valley","FRANKFORT","MAIN OFFICE","382807002","32 N MAIN ST","FRANKFORT","OH","45628-9800","Feb-75","USPS (Not Roof)","2/1/2012","1/31/2017","P","P","None Specified","N","","","Q. C. DEVELOPMENT","344 JEFFERSON STREET","P. O. BOX 210","","GREENFIELD","OH","451230210","","1,302","7,212","$8,400.00 ","$6.45 ","$8,400.00 ","$6.45 "
"619","Ohio Valley","FRANKLIN","CARLISLE BRANCH","382814002","769 CENTRAL AVE","FRANKLIN","OH","45005-9997","Mar-55","USPS (Not Roof)","4/1/2016","3/31/2021","P","P","None Specified","","","","DONALD E HAWKINS","HAWKINS REALTORS","20 SOUTH BREIEL BLVD","","MIDDLETOWN","OH","450445155","","1,770","5,500","$8,712.00 ","$4.92 ","$0.00 ","$0.00 "
